Time_min,Temp_C,Mass_mg,Heat_Flow_mW
4.270834,123.2126,14.89306,-6.971261
4.279167,123.3714,14.89303,-6.938832
4.2875,123.5302,14.89294,-6.907628
4.295833,123.6948,14.89282,-6.876009
4.304167,123.858,14.8928,-6.844824
4.3125,124.019,14.89266,-6.814006
4.320833,124.1763,14.89265,-6.783735
4.329167,124.3389,14.89249,-6.753511
4.3375,124.5009,14.89251,-6.722694
4.345833,124.6641,14.89244,-6.691674
4.354166,124.8237,14.89244,-6.662166
4.3625,124.9873,14.89244,-6.632592
4.370834,125.1471,14.89239,-6.603085
4.379166,125.3048,14.89246,-6.574018
4.3875,125.468,14.89235,-6.544751
4.395834,125.6287,14.89246,-6.515818
4.404167,125.789,14.8923,-6.487068
4.4125,125.9497,14.89237,-6.45855
4.420833,126.1142,14.8923,-6.430453
4.429167,126.2798,14.89225,-6.402589
4.4375,126.442,14.89228,-6.374905
4.445833,126.5988,14.89214,-6.347735
4.454167,126.7645,14.89223,-6.320391
4.4625,126.9292,14.8921,-6.292959
4.470833,127.0966,14.89219,-6.265532
4.479166,127.262,14.89212,-6.23855
4.4875,127.4264,14.89217,-6.211488
4.495834,127.5888,14.89216,-6.184826
4.504166,127.7584,14.89208,-6.157899
4.5125,127.9245,14.89217,-6.131302
4.520834,128.0909,14.89204,-6.104468
4.529167,128.2548,14.89216,-6.077996
4.5375,128.4198,14.89199,-6.051535
4.545833,128.5858,14.89208,-6.025448
4.554167,128.7476,14.89199,-5.999885
4.5625,128.9105,14.89191,-5.974618
4.570833,129.0783,14.8919,-5.949555
4.579167,129.2431,14.89181,-5.92464
4.5875,129.4088,14.89186,-5.89953
4.595833,129.577,14.89171,-5.874882
4.604166,129.7436,14.89176,-5.850538
4.6125,129.9108,14.89165,-5.826347
4.620834,130.0747,14.89169,-5.802332
4.629166,130.2425,14.89162,-5.778175
4.6375,130.407,14.8916,-5.754724
4.645834,130.5725,14.89167,-5.731184
4.654167,130.7394,14.89158,-5.707586
4.6625,130.9062,14.89164,-5.684098
4.670833,131.0747,14.89155,-5.660636
4.679167,131.2433,14.89157,-5.63734
4.6875,131.4126,14.89142,-5.6144
4.695833,131.5787,14.89141,-5.591633
4.704167,131.7483,14.89137,-5.568725
4.7125,131.9133,14.89133,-5.54622
4.720833,132.07,14.89134,-5.524368
4.729166,132.2434,14.89126,-5.501835
4.7375,132.4073,14.89128,-5.479951
4.745834,132.5802,14.89118,-5.457746
4.754166,132.7533,14.89124,-5.435057
4.7625,132.9202,14.89117,-5.412891
4.770834,133.0845,14.89121,-5.391046
4.779167,133.2542,14.89117,-5.36938
4.7875,133.425,14.89115,-5.347566
4.795833,133.5913,14.89118,-5.326428
